Target,Accuracy,K,Window_Size,Window_Overlap,Optimization_Level,Finite_Context,Time
english_polish_czech.txt,71.26,5,8,0.6,0,False,17.357
english_polish_czech.txt,73.55,5,8,0.8,0,True,17.77
english_polish_czech.txt,72.85,5,8,0.8,0,False,18.085
english_polish_czech.txt,77.74,5,10,0,0,True,17.323
english_polish_czech.txt,65.87,5,10,0,0,False,17.444
english_polish_czech.txt,79.64,5,10,0.2,0,True,17.501
english_polish_czech.txt,58.68,5,10,0.2,0,False,17.487
english_polish_czech.txt,80.84,5,10,0.4,0,True,17.533
english_polish_czech.txt,68.06,5,10,0.4,0,False,17.39
english_polish_czech.txt,78.54,5,10,0.6,0,True,17.393
english_polish_czech.txt,67.56,5,10,0.6,0,False,17.712
english_polish_czech.txt,76.35,5,10,0.8,0,True,18.151
english_polish_czech.txt,73.05,5,10,0.8,0,False,17.957
english_polish_czech.txt,76.15,5,12,0,0,True,17.331
english_polish_czech.txt,50.8,5,12,0,0,False,17.251
english_polish_czech.txt,73.65,5,12,0.2,0,True,17.25
english_polish_czech.txt,45.01,5,12,0.2,0,False,17.327
english_polish_czech.txt,80.34,5,12,0.4,0,True,17.383
english_polish_czech.txt,63.97,5,12,0.4,0,False,17.368
english_polish_czech.txt,79.54,5,12,0.6,0,True,17.499
english_polish_czech.txt,64.77,5,12,0.6,0,False,17.376
english_polish_czech.txt,76.55,5,12,0.8,0,True,17.843
english_polish_czech.txt,57.68,5,12,0.8,0,False,17.564
english_polish_czech.txt,79.94,5,15,0,0,True,17.041
english_polish_czech.txt,34.13,5,15,0,0,False,17.197
english_polish_czech.txt,82.24,5,15,0.2,0,True,17.186
english_polish_czech.txt,51.8,5,15,0.2,0,False,17.021
english_polish_czech.txt,80.04,5,15,0.4,0,True,17.447
english_polish_czech.txt,41.12,5,15,0.4,0,False,17.542
english_polish_czech.txt,83.43,5,15,0.6,0,True,17.238
english_polish_czech.txt,51.9,5,15,0.6,0,False,17.279
english_polish_czech.txt,80.24,5,15,0.8,0,True,17.427
english_polish_czech.txt,52.1,5,15,0.8,0,False,17.312
english_polish_czech.txt,62.57,5,3,0,1,True,17.716
english_polish_czech.txt,75.05,5,3,0,1,False,17.738
english_polish_czech.txt,62.97,5,3,0.2,1,True,17.9
english_polish_czech.txt,73.55,5,3,0.2,1,False,17.74
english_polish_czech.txt,61.88,5,3,0.4,1,True,18.598
english_polish_czech.txt,75.15,5,3,0.4,1,False,18.47
english_polish_czech.txt,61.88,5,3,0.6,1,True,18.422
english_polish_czech.txt,75.15,5,3,0.6,1,False,18.648
english_polish_czech.txt,61.88,5,3,0.8,1,True,18.405
english_polish_czech.txt,75.15,5,3,0.8,1,False,18.447
english_polish_czech.txt,67.27,5,5,0,1,True,17.331
english_polish_czech.txt,74.05,5,5,0,1,False,17.653
english_polish_czech.txt,68.66,5,5,0.2,1,True,17.434
english_polish_czech.txt,78.44,5,5,0.2,1,False,17.431
english_polish_czech.txt,66.87,5,5,0.4,1,True,17.572
english_polish_czech.txt,70.66,5,5,0.4,1,False,17.354
english_polish_czech.txt,66.37,5,5,0.6,1,True,17.967
english_polish_czech.txt,74.75,5,5,0.6,1,False,17.604
english_polish_czech.txt,65.97,5,5,0.8,1,True,18.464
english_polish_czech.txt,73.35,5,5,0.8,1,False,18.818
english_polish_czech.txt,77.54,5,8,0,1,True,17.222
english_polish_czech.txt,66.37,5,8,0,1,False,17.395
english_polish_czech.txt,76.55,5,8,0.2,1,True,17.474
english_polish_czech.txt,70.46,5,8,0.2,1,False,17.505
english_polish_czech.txt,76.35,5,8,0.4,1,True,17.624
english_polish_czech.txt,70.46,5,8,0.4,1,False,17.565
english_polish_czech.txt,76.25,5,8,0.6,1,True,17.703
english_polish_czech.txt,72.46,5,8,0.6,1,False,17.765
english_polish_czech.txt,74.95,5,8,0.8,1,True,18.658
english_polish_czech.txt,72.85,5,8,0.8,1,False,18.617
english_polish_czech.txt,78.74,5,10,0,1,True,17.332
english_polish_czech.txt,50.5,5,10,0,1,False,17.443
english_polish_czech.txt,80.44,5,10,0.2,1,True,17.448
english_polish_czech.txt,50.7,5,10,0.2,1,False,17.607
english_polish_czech.txt,82.04,5,10,0.4,1,True,17.576
english_polish_czech.txt,68.06,5,10,0.4,1,False,17.421
english_polish_czech.txt,78.94,5,10,0.6,1,True,17.702
english_polish_czech.txt,67.56,5,10,0.6,1,False,17.494
english_polish_czech.txt,76.45,5,10,0.8,1,True,18.572
english_polish_czech.txt,73.15,5,10,0.8,1,False,18.821
english_polish_czech.txt,77.05,5,12,0,1,True,17.467
english_polish_czech.txt,40.72,5,12,0,1,False,17.539
english_polish_czech.txt,74.55,5,12,0.2,1,True,17.648
english_polish_czech.txt,49.1,5,12,0.2,1,False,17.648
